56,7382963.46485339,14.0058265275643,527135.149812351,275,0,2528,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
55,7382963.46485339,14.0058265275643,527135.149812351,275,0,2528,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
54,7382963.46485339,14.0058265275643,527135.149812351,275,0,2528,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
79,1560451.84481931,3.19735899402124,488043.991224386,275,0,2528,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
78,1560451.84481931,3.19735899402124,488043.991224386,514,0,2485,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
77,1560451.84481931,3.19735899402124,488043.991224386,275,0,2528,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
76,1560451.84481931,3.19735899402124,488043.991224386,514,0,2485,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
45,7036045.09671165,16.2647806236797,432593.913161543,358,117,2511,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
44,7036045.09671165,16.2647806236797,432593.913161543,358,-117,2511,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
43,7036045.09671165,16.2647806236797,432593.913161543,358,117,2511,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
42,7036045.09671165,16.2647806236797,432593.913161543,358,-117,2511,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
19,831935.071384781,2.18366834592981,380980.506007445,530,189,2414,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
18,831935.071384781,2.18366834592981,380980.506007445,330,264,2399,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
5,1129137.56602108,4.24557240300291,265956.497461316,249,25,2519,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
4,1129137.56602108,4.24557240300291,265956.497461316,216,100,2488,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
31,11143491.2042524,66.4888654208578,167599.358685351,520,13,2492,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
30,11143491.2042524,66.4888654208578,167599.358685351,275,-5,2522,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
65,10130836.9350217,109.944420881816,92145.0752458991,520,16,2495,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
64,10130836.9350217,109.944420881816,92145.0752458991,275,0,2528,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
29,7030440.80191633,81.1313944799752,86654.9976982287,348,113,2513,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
28,7030440.80191633,81.1313944799752,86654.9976982287,348,-113,2513,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
27,7030440.80191633,81.1313944799752,86654.9976982287,348,113,2513,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
26,7030440.80191633,81.1313944799752,86654.9976982287,348,-113,2513,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
11,11067904.6283048,129.270222130537,85618.3616450231,521,27,2507,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
10,11067904.6283048,129.270222130537,85618.3616450231,275,1,2529,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
63,6324647.02604027,134.156961845777,47143.6363720796,275,0,2528,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
62,6324647.02604027,134.156961845777,47143.6363720796,275,0,2528,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
61,6324647.02604027,134.156961845777,47143.6363720796,275,0,2528,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
60,6324647.02604027,134.156961845777,47143.6363720796,275,0,2528,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
83,1308740.23396547,30.6263945025997,42732.4291749191,275,0,2528,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
82,1308740.23396547,30.6263945025997,42732.4291749191,516,0,2479,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
81,1308740.23396547,30.6263945025997,42732.4291749191,275,0,2528,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
80,1308740.23396547,30.6263945025997,42732.4291749191,516,0,2479,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
3,3477.10511776679,2.25469908809963,1542.1592779804,103,-102,2383,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
2,3477.10511776679,2.25469908809963,1542.1592779804,103,102,2383,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
53,1195382.58003034,1530.90524164841,780.833814863164,275,0,2528,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
52,1195382.58003034,1530.90524164841,780.833814863164,275,0,2528,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
7,1292130.29079888,1800.00457559757,717.848336785431,282,-42,2528,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
6,1292130.29079888,1800.00457559757,717.848336785431,282,42,2528,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
75,241956.384168717,349.486953429379,692.318788425417,275,0,2528,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
74,241956.384168717,349.486953429379,692.318788425417,516,46,2528,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
1,3217.81292184614,11.2468090030019,286.108968418266,103,-102,2383,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
0,3217.81292184614,11.2468090030019,286.108968418266,103,102,2383,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
73,121542.798388058,426.452815893423,285.008783758232,275,0,2528,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
72,121542.798388058,426.452815893423,285.008783758232,275,0,2528,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
71,121542.798388058,426.452815893423,285.008783758232,275,0,2528,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
70,121542.798388058,426.452815893423,285.008783758232,275,0,2528,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
17,196.499363866655,1.15968226682403,169.442414951121,103,-102,2383,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
16,196.499363866655,1.15968226682403,169.442414951121,103,102,2383,-1,"06/02/2011 19:09:50","01/01/0001 00:00:00","","Trilateration","Debug","No Value"
